time,altitude,apoapsis,periapsis,speed,pitch,throttle,mass,dynamic_pressure
305.13,150491.29,150903.31,-500164.22,834.78,19.16241455078125,1.0,187387.02,0.0
306.16,150552.58,150991.88,-495889.82,854.33,16.089263916015625,1.0,186143.97,0.0
307.16,150613.7,151068.18,-491488.45,873.83,13.10577392578125,1.0,184926.75,0.0
308.18,150677.63,151134.41,-486671.66,894.47,9.987152099609375,1.0,183657.78,0.0
309.19,150733.12,151179.81,-482253.3,912.82,7.24578857421875,1.0,182544.2,0.0
310.19,150789.74,151213.26,-477438.83,932.21,4.69976806640625,1.0,181378.8,0.0
311.2,150839.4,151233.85,-472888.86,950.02,2.9180908203125,1.0,180317.0,0.0
312.21,150893.52,151248.86,-467482.58,970.59,1.438232421875,1.0,179099.81,0.0
313.22,150941.06,151256.51,-462233.83,989.98,0.83843994140625,1.0,177960.31,0.0
314.26,150984.48,151264.21,-456924.75,1009.09,0.861083984375,1.0,176846.73,0.0
315.27,151026.83,151271.74,-451170.31,1029.25,0.771209716796875,1.0,175681.34,0.0
316.29,151067.7,151278.52,-444933.69,1050.48,0.717254638671875,1.0,174464.14,0.0
317.3,151103.65,151284.39,-438735.95,1070.97,0.69207763671875,1.0,173298.75,0.0
318.32,151137.26,151289.76,-432160.78,1092.08,0.6749267578125,1.0,172107.48,0.0
319.33,151168.35,151294.65,-425180.51,1113.83,0.665069580078125,1.0,170890.28,0.0
320.34,151195.13,151298.79,-418236.97,1134.81,0.659759521484375,1.0,169724.91,0.0
321.38,151219.03,151302.41,-411026.36,1155.97,0.65753173828125,1.0,168559.52,0.0
322.4,151240.12,151305.56,-403535.61,1177.29,0.657440185546875,1.0,167394.12,0.0
323.43,151260.34,151308.51,-394866.98,1201.17,0.657989501953125,1.0,166099.25,0.0
324.46,151275.72,151310.7,-386737.8,1222.85,0.65863037109375,1.0,164933.86,0.0
325.47,151289.51,151312.6,-377513.76,1246.64,0.660125732421875,1.0,163664.88,0.0
326.49,151300.11,151314.0,-368080.69,1270.14,0.662506103515625,1.0,162421.78,0.0
327.49,151307.53,151314.94,-358859.86,1292.35,0.664459228515625,1.0,161256.39,0.0
328.5,151312.99,151315.6,-348161.22,1317.23,0.666259765625,1.0,159961.52,0.0
329.51,151315.6,151315.89,-337185.85,1341.82,0.66888427734375,1.0,158692.55,0.0
330.53,151315.66,151315.9,-326173.65,1365.61,0.6708984375,1.0,157475.36,0.0
331.54,151313.54,151315.72,-315157.97,1388.56,0.672515869140625,1.0,156309.97,0.0
332.55,151308.92,151315.37,-302605.01,1413.76,0.674713134765625,1.0,155040.98,0.0
333.56,151301.99,151314.98,-289432.32,1439.18,0.6771240234375,1.0,153772.0,0.0
334.58,151293.9,151314.66,-277040.86,1462.19,0.67864990234375,1.0,152606.62,0.0
335.59,151282.9,151314.49,-262572.08,1488.02,0.681365966796875,1.0,151363.53,0.0
336.61,151270.48,151314.65,-247986.14,1513.01,0.683258056640625,1.0,150146.36,0.0
337.62,151256.03,151315.35,-232323.19,1538.74,0.685791015625,1.0,148903.27,0.0
338.63,151240.95,151316.7,-216885.31,1563.07,0.687744140625,1.0,147737.88,0.0
339.64,151224.5,151319.0,-200665.28,1587.59,0.689361572265625,1.0,146572.48,0.0
340.66,151205.53,151322.89,-182438.06,1613.97,0.69207763671875,1.0,145329.41,0.0
341.66,151185.23,151328.82,-163181.0,1640.58,0.69354248046875,1.0,144086.33,0.0
342.68,151162.79,151337.98,-141936.17,1668.54,0.69635009765625,1.0,142791.44,0.0
343.7,151141.11,151350.16,-121233.5,1694.5,0.69818115234375,1.0,141600.16,0.0
344.72,151117.54,151368.34,-98346.89,1721.81,0.699951171875,1.0,140357.08,0.0
345.74,151093.15,151394.62,-74035.76,1749.37,0.701904296875,1.0,139113.98,0.0
346.75,151067.55,151434.22,-47616.12,1777.76,0.70428466796875,1.0,137845.02,0.0
347.77,151042.45,151491.77,-20615.81,1805.24,0.705841064453125,1.0,136627.83,0.0
348.78,151016.41,151585.22,8787.25,1833.55,0.70770263671875,1.0,135384.75,0.0
349.79,150989.56,151752.67,40869.97,1862.73,0.70977783203125,1.0,134115.77,0.0
350.8,150962.04,152112.67,75885.61,1892.78,0.7119140625,1.0,132820.89,0.0
351.81,150936.21,153114.67,110660.63,1921.29,0.71380615234375,1.0,131603.69,0.0
352.81,150910.58,160531.22,141743.8,1950.07,0.715667724609375,1.0,130386.52,0.0
358.69,150768.53,197590.69,149011.85,1981.36,0.78961181640625,0.0,23453.47,0.0
359.73,150743.86,204556.38,149238.32,1986.24,0.70404052734375,1.0,23421.16,0.0
